Student_id,Age_at_year_4,Year_1_Classes,Year_2_Classes,Year_3_Classes,Year_4_Classes,Year_1_Grades,Year_2_Grades,Year_3_Grades,Year_4_Grades,Year_1_Absences,Year_2_Absences,Year_3_Absences,Year_4_Absences,Year_1_Late_HW,Year_2_Late_HW,Year_3_Late_HW,Year_4_Late_HW,Year_1_Participation,Year_2_Participation,Year_3_Participation,Year_4_Participation
526,18,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Latin, Personal Fitness, Basketball","Algebra 2, English 3, Biology, Economics, Math For College Readiness, Biology, Theater","Creative Writing, English 4, Technical Writing, Government, Band, Individual Sports, Spanish","95.5, 93.3, 68.8, 75.2, 67.8, 92.3, 66.0","72.2, 91.7, 68.1, 77.3, 77.4, 97.6, 81.7","82.3, 96.4, 62.4, 76.7, 61.5, 90.1, 70.8","80.8, 66.9, 86.9, 69.3, 63.2, 98.3, 97.8",2,8,6,6,7,3,1,8,8,6,7,10
527,18,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Weight Lifting, Personal Fitness, Theater","Algebra 2, English 3, Chemistry, Economics, Film, Chorus, Technical Writing","Anatomy And Physiology, English 4, Math For College Readiness, Government, Latin, Basketball, Physical Science","90.2, 86.0, 68.0, 82.1, 61.9, 94.8, 61.1","94.4, 61.6, 81.1, 63.9, 60.8, 85.1, 67.5","94.1, 88.2, 87.4, 77.7, 81.8, 68.3, 94.2","67.8, 71.0, 79.2, 73.3, 68.5, 82.6, 71.6",6,1,6,7,4,6,4,5,10,8,7,7
528,20,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Volleyball, Personal Fitness, French","Algebra 2, English 3, Chemistry, Economics, Math For College Readiness, Forensic Science, Band","Spanish, English 4, Theater, Government, Creative Writing, Team Sports, Environmental Science","88.1, 60.0, 91.2, 77.9, 77.2, 82.4, 80.9","74.1, 93.4, 94.3, 93.1, 65.7, 99.0, 99.5","71.0, 91.5, 98.1, 62.8, 80.4, 74.0, 87.6","68.3, 79.2, 62.7, 73.7, 75.9, 87.5, 65.1",6,2,9,8,1,5,0,8,7,7,10,9
529,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Chorus, Personal Fitness, Latin","Algebra 2, English 3, Physical Science, Economics, Technical Writing, Environmental Science, Weight Lifting","Biology, English 4, Volleyball, Government, French, Spanish, Creative Writing","64.5, 82.3, 81.0, 99.4, 71.8, 84.4, 96.0","99.3, 89.5, 77.4, 87.2, 96.6, 85.0, 71.0","65.9, 68.6, 63.7, 81.0, 98.6, 89.4, 66.6","99.9, 97.7, 79.3, 74.7, 81.5, 84.9, 79.2",10,3,5,0,0,8,6,10,8,7,8,6
530,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, French","Algebra 2, English 3, Biology, Economics, Band, Creative Writing, Biology","Theater, English 4, Math For College Readiness, Government, Weight Lifting, Individual Sports, Physical Science","98.1, 65.6, 93.1, 65.9, 97.8, 85.4, 76.1","73.6, 78.0, 89.3, 67.8, 86.2, 81.1, 97.2","71.5, 71.0, 84.2, 86.2, 84.6, 63.6, 96.1","74.5, 74.9, 75.1, 96.7, 83.7, 79.3, 82.1",4,6,2,7,7,5,3,7,9,9,10,8
531,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, French, Personal Fitness, Physical Science","Algebra 2, English 3, Biology, Economics, Latin, Basketball, Math For College Readiness","Spanish, English 4, Team Sports, Government, Film, Technical Writing, Forensic Science","98.4, 68.0, 90.1, 71.3, 95.5, 87.0, 94.3","62.3, 67.4, 72.5, 74.9, 78.4, 81.1, 83.7","96.3, 79.5, 79.4, 62.9, 64.1, 78.9, 92.4","74.0, 79.4, 97.1, 85.3, 78.1, 68.0, 97.4",1,10,2,7,10,3,4,0,8,8,10,9
532,20,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Team Sports, Personal Fitness, Spanish","Algebra 2, English 3, Anatomy And Physiology, Economics, Math For College Readiness, French, Chemistry","Technical Writing, English 4, Creative Writing, Government, Biology, Band, Weight Lifting","71.9, 69.0, 75.5, 69.5, 61.8, 65.2, 81.0","64.9, 86.8, 97.8, 98.3, 99.3, 74.6, 82.6","81.2, 69.0, 65.3, 70.0, 64.9, 71.5, 91.5","81.2, 97.9, 79.6, 89.1, 68.5, 85.8, 80.3",3,8,1,6,0,5,6,6,7,9,7,8
533,20,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Weight Lifting, Personal Fitness, Volleyball","Algebra 2, English 3, Chemistry, Economics, Environmental Science, Film, Band","Anatomy And Physiology, English 4, Individual Sports, Government, Creative Writing, Biology, Math For College Readiness","60.4, 65.2, 72.5, 87.2, 97.0, 96.6, 94.4","67.4, 78.6, 77.6, 62.8, 86.1, 88.4, 72.8","73.7, 61.7, 98.8, 88.2, 78.6, 77.2, 66.8","95.5, 74.4, 80.3, 80.2, 81.8, 73.9, 63.1",4,5,4,8,7,10,8,3,9,7,9,7
534,20,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Weight Lifting, Personal Fitness, Physical Science","Algebra 2, English 3, Chemistry, Economics, Math For College Readiness, Technical Writing, Film","Spanish, English 4, Forensic Science, Government, Anatomy And Physiology, French, Band","80.4, 81.8, 70.3, 90.9, 98.7, 79.8, 88.1","91.8, 78.0, 65.9, 88.3, 74.3, 67.3, 68.6","78.0, 60.7, 76.6, 61.8, 74.6, 86.2, 96.2","75.0, 79.9, 95.3, 87.7, 96.9, 90.5, 78.0",5,2,5,6,4,2,9,2,8,9,10,8
535,18,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Latin, Personal Fitness, Creative Writing","Algebra 2, English 3, Physical Science, Economics, Chorus, Physical Science, Technical Writing","Individual Sports, English 4, French, Government, Spanish, Weight Lifting, Environmental Science","96.2, 65.6, 91.8, 60.6, 79.2, 98.0, 76.8","71.9, 69.0, 67.4, 88.0, 82.9, 94.5, 77.8","93.6, 74.9, 89.4, 71.9, 93.8, 84.8, 95.2","75.3, 85.1, 89.8, 67.0, 76.1, 89.3, 95.4",6,10,10,0,0,10,7,3,6,6,8,9
536,19,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Latin","Algebra 2, English 3, Anatomy And Physiology, Economics, Creative Writing, Basketball, Theater","French, English 4, Physical Science, Government, Chorus, Team Sports, Technical Writing","69.8, 87.4, 86.3, 71.5, 84.3, 64.3, 69.9","78.2, 66.3, 80.4, 66.9, 69.0, 88.4, 72.0","71.9, 72.8, 71.3, 67.0, 64.1, 95.3, 90.7","82.0, 76.4, 80.4, 64.8, 80.0, 81.1, 77.8",6,7,9,9,2,0,0,10,9,9,7,10
537,19,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Team Sports, Personal Fitness, Spanish","Algebra 2, English 3, Anatomy And Physiology, Economics, Anatomy And Physiology, Theater, Chorus","Latin, English 4, Technical Writing, Government, Basketball, French, Band","63.3, 89.3, 97.8, 68.6, 92.5, 60.9, 97.8","70.7, 66.8, 70.6, 65.2, 90.6, 94.0, 75.5","85.7, 73.0, 87.4, 92.0, 98.0, 93.2, 82.9","62.8, 73.5, 67.6, 66.0, 66.9, 70.1, 89.1",1,2,5,4,0,8,7,10,9,10,6,7
538,19,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Individual Sports, Personal Fitness, Band","Algebra 2, English 3, Biology, Economics, Volleyball, Latin, Math For College Readiness","Theater, English 4, Film, Government, Anatomy And Physiology, Basketball, Spanish","75.8, 81.4, 97.6, 85.3, 79.8, 78.1, 85.2","77.5, 77.2, 77.6, 74.4, 84.6, 63.0, 76.0","69.0, 65.1, 63.1, 65.4, 67.0, 69.4, 60.0","96.3, 89.8, 90.1, 78.8, 99.2, 64.9, 94.3",9,3,7,0,8,10,4,4,9,6,8,10
539,18,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Latin, Personal Fitness, Technical Writing","Algebra 2, English 3, Physical Science, Economics, Volleyball, Physical Science, Theater","Individual Sports, English 4, Environmental Science, Government, Band, Math For College Readiness, Chemistry","78.4, 68.2, 77.3, 65.4, 98.0, 74.9, 91.2","91.2, 76.4, 74.5, 61.7, 74.0, 85.0, 85.2","87.4, 74.2, 72.1, 92.7, 85.2, 90.0, 62.8","80.9, 72.3, 64.4, 99.6, 85.1, 97.8, 86.2",8,5,1,0,6,8,2,9,6,9,7,8
540,20,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Weight Lifting, Personal Fitness, Anatomy And Physiology","Algebra 2, English 3, Physical Science, Economics, Forensic Science, Film, Creative Writing","Individual Sports, English 4, Team Sports, Government, Biology, Math For College Readiness, Chorus","81.0, 61.0, 67.6, 73.1, 70.0, 83.1, 60.6","62.9, 60.6, 76.3, 91.0, 69.6, 92.1, 68.9","96.4, 71.7, 94.7, 83.2, 61.5, 71.2, 90.4","99.2, 64.2, 69.0, 80.3, 84.7, 61.1, 83.8",6,10,2,6,7,9,9,0,8,7,7,8
541,17,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Basketball, Personal Fitness, Latin","Algebra 2, English 3, Chemistry, Economics, French, Math For College Readiness, Physical Science","Technical Writing, English 4, Film, Government, Team Sports, Anatomy And Physiology, Theater","67.5, 60.3, 89.0, 94.6, 93.5, 85.3, 61.2","85.5, 76.8, 83.5, 92.6, 85.0, 80.2, 98.1","62.2, 80.8, 80.0, 99.8, 63.8, 60.7, 76.0","94.2, 68.7, 83.3, 90.2, 74.1, 71.3, 78.2",10,2,1,10,8,4,4,3,9,10,8,9
542,18,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Weight Lifting","Algebra 2, English 3, Forensic Science, Economics, Environmental Science, Anatomy And Physiology, Chorus","Latin, English 4, Individual Sports, Government, Math For College Readiness, Film, Chemistry","98.2, 63.9, 92.7, 91.5, 63.9, 97.2, 88.0","63.0, 64.3, 85.3, 68.7, 77.1, 96.1, 74.0","79.4, 80.5, 82.1, 86.2, 89.6, 64.1, 72.4","82.9, 90.8, 74.3, 87.7, 78.3, 72.9, 98.5",7,1,7,4,6,2,8,8,8,9,7,9
543,18,"Algebra 1, English 1, Environmental Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Chorus, Personal Fitness, Math For College Readiness","English 3, Forensic Science, Economics, Band, Volleyball, Individual Sports","Technical Writing, English 4, Latin, Government, Physical Science, Spanish, Film","76.0, 84.1, 64.0, 63.7, 73.7, 88.5, 72.3","72.0, 98.7, 93.8, 62.2, 98.5, 71.1, 83.3","99.7, 73.3, 75.3, 73.2, 71.3, 92.7, 66.6","62.1, 74.1, 99.8, 75.5, 78.9, 65.6, 85.9",1,0,3,1,7,6,3,8,6,6,6,10
544,17,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Weight Lifting","Algebra 2, English 3, Chemistry, Economics, Individual Sports, Band, Volleyball","Environmental Science, English 4, Physical Science, Government, Film, Technical Writing, Latin","88.4, 77.2, 92.9, 81.0, 75.5, 64.6, 78.7","69.8, 72.4, 61.1, 99.8, 71.9, 93.8, 63.8","89.8, 81.8, 73.8, 98.9, 66.7, 68.4, 63.6","91.0, 98.6, 71.0, 90.1, 73.1, 76.5, 83.5",3,4,6,8,4,5,1,7,6,6,8,6
545,20,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Band, Personal Fitness, Team Sports","Algebra 2, English 3, Forensic Science, Economics, Math For College Readiness, Biology, Individual Sports","Environmental Science, English 4, Anatomy And Physiology, Government, Spanish, Weight Lifting, Creative Writing","87.0, 63.6, 62.7, 92.9, 96.3, 63.3, 82.5","90.0, 92.2, 90.6, 62.3, 80.0, 68.0, 67.8","95.8, 73.8, 91.3, 64.8, 99.2, 69.7, 82.2","71.1, 87.7, 86.7, 65.7, 90.0, 72.7, 86.2",4,6,2,9,6,2,0,5,8,7,10,8
546,20,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, French, Personal Fitness, Weight Lifting","Algebra 2, English 3, Chemistry, Economics, Team Sports, Spanish, Environmental Science","Physical Science, English 4, Basketball, Government, Technical Writing, Creative Writing, Theater","96.7, 74.2, 70.5, 96.6, 96.7, 96.1, 71.1","60.7, 70.4, 98.0, 72.6, 80.9, 66.5, 70.4","67.7, 82.0, 99.6, 70.2, 90.5, 76.0, 83.7","75.4, 65.0, 85.5, 86.5, 91.4, 77.6, 98.6",2,3,4,2,5,5,6,0,6,10,8,10
547,17,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Band, Personal Fitness, Creative Writing","Algebra 2, English 3, Biology, Economics, Math For College Readiness, Latin, Individual Sports","Basketball, English 4, Chorus, Government, Theater, Technical Writing, Team Sports","68.3, 72.8, 67.5, 76.7, 60.1, 87.6, 73.3","63.6, 67.6, 77.7, 70.4, 96.2, 95.0, 72.5","90.8, 98.4, 84.4, 96.2, 93.1, 62.7, 84.3","64.7, 66.7, 86.3, 97.6, 77.3, 86.0, 65.1",6,2,3,0,4,10,3,9,6,9,6,6
548,19,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Weight Lifting, Personal Fitness, Chemistry","Algebra 2, English 3, Biology, Economics, Film, French, Team Sports","Basketball, English 4, Spanish, Government, Chorus, Math For College Readiness, Anatomy And Physiology","65.3, 90.2, 88.3, 75.3, 97.6, 92.2, 73.0","92.0, 68.9, 87.1, 88.9, 70.8, 91.2, 60.3","88.9, 78.9, 92.5, 99.7, 68.6, 93.3, 97.9","69.1, 98.7, 85.0, 61.4, 80.0, 78.7, 78.9",7,3,5,9,3,2,5,6,6,9,10,9
549,20,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Math For College Readiness","English 3, Environmental Science, Economics, Theater, Creative Writing, Forensic Science","Band, English 4, Latin, Government, Chemistry, Team Sports, Spanish","92.4, 70.7, 85.7, 93.6, 81.0, 78.7, 77.3","77.2, 89.1, 62.9, 64.2, 65.2, 71.1, 63.8","71.0, 75.3, 63.6, 61.0, 77.7, 66.7, 82.9","98.6, 61.4, 77.0, 94.0, 77.8, 65.8, 90.9",3,6,0,2,4,9,0,1,8,10,6,7
550,19,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Individual Sports, Personal Fitness, Film","Algebra 2, English 3, Forensic Science, Economics, Forensic Science, French, Spanish","Band, English 4, Latin, Government, Basketball, Technical Writing, Math For College Readiness","87.2, 71.0, 83.0, 99.6, 92.3, 94.1, 65.2","71.2, 63.0, 90.3, 99.1, 64.4, 60.0, 80.3","88.3, 74.4, 63.1, 61.1, 89.8, 62.1, 74.4","77.6, 96.9, 96.5, 68.4, 73.9, 61.7, 82.4",7,10,7,0,9,0,9,8,9,6,9,7
551,17,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, French, Personal Fitness, Team Sports","Algebra 2, English 3, Physical Science, Economics, Theater, Band, Creative Writing","Latin, English 4, Volleyball, Government, Spanish, Biology, Technical Writing","96.7, 93.0, 62.8, 84.3, 69.7, 87.2, 97.3","65.5, 75.0, 81.8, 68.8, 62.6, 85.4, 84.9","97.9, 95.6, 69.3, 85.3, 83.8, 94.6, 86.8","60.7, 91.8, 63.8, 95.7, 70.8, 96.8, 98.5",9,3,8,0,10,5,4,2,6,10,6,6
552,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Theater, Personal Fitness, Creative Writing","Algebra 2, English 3, Chemistry, Economics, Latin, Environmental Science, Chemistry","Band, English 4, Volleyball, Government, Anatomy And Physiology, Basketball, Film","95.5, 89.7, 61.1, 96.2, 64.7, 96.0, 80.5","65.8, 80.2, 87.8, 95.2, 85.2, 69.5, 74.0","80.8, 77.6, 77.3, 84.2, 90.5, 69.7, 81.1","75.6, 74.7, 74.3, 61.7, 74.9, 95.8, 93.8",7,3,7,4,10,0,8,0,8,7,6,7
553,17,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Chorus, Personal Fitness, Biology","Algebra 2, English 3, Environmental Science, Economics, Creative Writing, Anatomy And Physiology, Latin","Basketball, English 4, French, Government, Theater, Math For College Readiness, Film","93.4, 79.1, 97.9, 73.5, 81.2, 79.5, 78.6","86.3, 98.5, 97.4, 92.4, 80.4, 80.3, 88.3","99.7, 92.0, 91.7, 76.0, 76.7, 61.8, 89.9","86.4, 86.4, 76.4, 61.8, 67.6, 98.8, 91.1",0,7,1,0,5,3,9,0,6,8,8,9
554,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Theater, Personal Fitness, Forensic Science","Algebra 2, English 3, Environmental Science, Economics, Environmental Science, Technical Writing, Spanish","Film, English 4, Weight Lifting, Government, Latin, Creative Writing, French","83.8, 87.4, 77.1, 79.3, 95.4, 98.2, 67.4","96.6, 86.9, 91.0, 67.6, 76.6, 77.6, 63.0","89.9, 64.4, 99.7, 84.3, 73.4, 75.7, 71.7","97.7, 74.1, 95.7, 69.4, 91.4, 83.2, 77.4",4,8,1,4,5,8,2,4,7,8,8,10
555,17,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Latin, Personal Fitness, Technical Writing","Algebra 2, English 3, Biology, Economics, Biology, Creative Writing, Volleyball","Basketball, English 4, Forensic Science, Government, Team Sports, Individual Sports, French","62.8, 66.7, 77.4, 86.3, 99.2, 91.1, 99.6","89.6, 96.7, 76.3, 66.2, 65.2, 82.9, 74.9","95.3, 76.7, 77.6, 71.6, 92.6, 89.1, 73.7","78.7, 62.1, 90.2, 66.0, 68.3, 83.6, 74.7",0,2,3,2,10,6,9,8,10,7,7,7
556,17,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, French, Personal Fitness, Latin","Algebra 2, English 3, Environmental Science, Economics, Environmental Science, Team Sports, Individual Sports","Math For College Readiness, English 4, Basketball, Government, Weight Lifting, Creative Writing, Technical Writing","95.7, 91.1, 68.6, 98.1, 89.9, 88.5, 91.6","82.8, 99.2, 82.5, 99.9, 73.2, 65.0, 73.7","72.6, 90.2, 65.0, 65.8, 63.4, 94.9, 77.3","83.6, 62.0, 83.4, 94.3, 76.9, 77.0, 66.4",5,8,8,0,8,7,4,2,9,6,6,10
557,20,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Theater, Personal Fitness, Chorus","Algebra 2, English 3, Physical Science, Economics, Environmental Science, Band, Biology","French, English 4, Chemistry, Government, Creative Writing, Individual Sports, Volleyball","80.1, 66.9, 88.8, 70.3, 90.5, 63.7, 75.8","67.4, 93.3, 63.0, 98.8, 95.4, 91.7, 85.4","99.8, 88.6, 82.4, 86.3, 76.1, 74.3, 83.8","68.3, 60.5, 65.6, 64.7, 86.0, 77.4, 70.0",5,1,4,2,6,1,5,9,10,6,7,7
558,19,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Creative Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, Chorus, Spanish, Anatomy And Physiology","Theater, English 4, Forensic Science, Government, Chemistry, Technical Writing, Weight Lifting","75.2, 93.1, 63.5, 61.3, 82.5, 87.9, 86.7","80.7, 83.6, 98.9, 65.5, 95.1, 62.2, 93.8","91.3, 81.2, 74.3, 90.2, 71.0, 90.4, 95.6","92.3, 85.8, 72.8, 88.8, 78.9, 96.2, 62.0",6,8,4,4,1,5,2,10,6,7,8,8
559,19,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Technical Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, Basketball, Anatomy And Physiology, Environmental Science","Weight Lifting, English 4, Latin, Government, Math For College Readiness, Volleyball, Band","73.2, 70.2, 88.4, 86.1, 61.9, 64.8, 96.7","70.5, 76.7, 69.4, 72.3, 92.2, 60.0, 72.4","62.6, 74.8, 63.4, 74.4, 69.9, 91.6, 74.3","93.7, 74.5, 98.7, 77.0, 76.6, 95.2, 76.1",4,9,0,3,7,2,3,0,9,10,9,9
560,19,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Spanish, Personal Fitness, Anatomy And Physiology","Algebra 2, English 3, Environmental Science, Economics, Latin, Chorus, Team Sports","Biology, English 4, Math For College Readiness, Government, Volleyball, Weight Lifting, Creative Writing","69.8, 61.1, 88.1, 60.2, 97.5, 75.7, 87.0","78.6, 97.0, 63.5, 85.8, 87.4, 94.4, 82.9","88.8, 99.2, 70.7, 82.6, 89.9, 61.9, 69.8","83.8, 76.0, 96.1, 81.5, 92.8, 95.4, 60.2",10,4,8,5,8,4,0,9,8,6,8,10
561,19,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Theater","Algebra 2, English 3, Biology, Economics, Latin, Basketball, French","Forensic Science, English 4, Technical Writing, Government, Anatomy And Physiology, Chemistry, Film","75.0, 69.3, 94.4, 68.2, 73.5, 87.7, 85.1","69.0, 79.4, 85.7, 72.9, 83.6, 97.9, 62.5","94.8, 69.3, 83.4, 90.8, 61.7, 90.1, 61.5","71.4, 71.2, 95.2, 61.0, 84.4, 71.2, 86.8",3,5,8,1,6,3,7,3,9,8,8,8
562,19,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Individual Sports, Personal Fitness, Film","Algebra 2, English 3, Environmental Science, Economics, Volleyball, Creative Writing, Weight Lifting","Technical Writing, English 4, Biology, Government, Basketball, Latin, Anatomy And Physiology","70.2, 92.9, 80.7, 93.8, 84.6, 65.6, 78.5","76.5, 93.3, 79.7, 90.3, 96.0, 71.7, 81.5","76.0, 78.7, 73.5, 66.5, 85.6, 60.9, 89.4","71.3, 64.2, 60.5, 65.3, 61.9, 96.2, 74.8",10,5,6,1,10,4,1,7,6,6,7,10
563,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Band, Personal Fitness, French","Algebra 2, English 3, Anatomy And Physiology, Economics, Basketball, Creative Writing, Latin","Chemistry, English 4, Biology, Government, Film, Environmental Science, Spanish","75.5, 88.0, 67.0, 66.8, 85.3, 73.9, 64.2","72.7, 69.9, 86.1, 89.3, 88.4, 67.2, 82.9","76.2, 68.2, 76.4, 64.9, 89.5, 96.6, 99.7","90.0, 63.6, 76.2, 88.3, 83.1, 61.7, 63.2",6,5,0,6,1,5,4,0,7,9,7,10
564,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Basketball, Personal Fitness, Forensic Science","Algebra 2, English 3, Chemistry, Economics, Team Sports, Physical Science, Environmental Science","Chorus, English 4, Individual Sports, Government, Volleyball, Creative Writing, Spanish","72.8, 76.6, 69.7, 94.6, 93.1, 73.3, 97.4","75.2, 83.8, 86.6, 60.7, 90.3, 78.1, 78.9","64.1, 61.9, 83.6, 76.8, 88.9, 89.4, 83.1","82.0, 68.1, 75.4, 89.7, 69.6, 62.9, 72.8",7,0,6,1,9,7,2,10,10,10,8,8
565,20,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Chorus, Personal Fitness, Latin","Algebra 2, English 3, Anatomy And Physiology, Economics, Theater, Chemistry, Film","Math For College Readiness, English 4, Physical Science, Government, Basketball, Environmental Science, French","71.4, 76.1, 89.8, 85.4, 94.5, 99.0, 87.6","96.9, 75.3, 96.1, 99.9, 64.6, 70.0, 91.1","73.9, 91.2, 87.1, 94.4, 92.6, 83.9, 64.1","97.9, 75.5, 67.0, 70.9, 70.3, 75.7, 83.4",0,9,5,4,2,5,10,2,9,7,10,10
566,17,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Team Sports, Personal Fitness, Basketball","Algebra 2, English 3, Chemistry, Economics, Film, Forensic Science, Math For College Readiness","Individual Sports, English 4, Latin, Government, Technical Writing, French, Anatomy And Physiology","99.5, 66.0, 90.8, 64.2, 72.9, 91.0, 86.9","90.7, 99.3, 75.4, 62.7, 61.5, 66.3, 77.2","60.1, 62.9, 87.1, 61.9, 86.0, 87.9, 83.0","63.4, 90.2, 92.6, 71.4, 83.9, 69.0, 92.7",6,0,6,0,3,8,10,6,8,10,8,8
567,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Team Sports, Personal Fitness, Individual Sports","Algebra 2, English 3, Physical Science, Economics, Spanish, Theater, Latin","Forensic Science, English 4, Weight Lifting, Government, French, Basketball, Environmental Science","69.6, 65.5, 61.5, 95.0, 90.9, 62.0, 61.9","70.1, 62.6, 95.1, 76.7, 86.7, 89.7, 79.6","93.0, 99.2, 75.6, 73.1, 82.3, 62.5, 76.9","77.0, 86.2, 75.4, 94.4, 67.0, 79.8, 61.7",7,8,2,1,1,0,6,3,8,7,8,10
568,20,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Chorus, Personal Fitness, Basketball","Algebra 2, English 3, Forensic Science, Economics, Creative Writing, Chemistry, Math For College Readiness","Weight Lifting, English 4, Technical Writing, Government, Biology, Team Sports, Spanish","98.5, 75.7, 99.3, 84.5, 89.9, 70.2, 77.8","73.3, 75.6, 77.1, 77.5, 72.1, 92.5, 71.2","99.8, 85.5, 94.4, 95.8, 91.9, 66.5, 84.3","96.1, 72.3, 83.3, 74.5, 85.4, 88.7, 91.5",8,5,4,9,6,3,4,5,6,10,6,6
